anomaly_id,risk_score,depth_pct,growth_rate,location_factor,depth_contribution,growth_contribution,location_contribution
RUN_2022_3846,0.7125714285714286,69.0,8.285714285714286,0.5,0.414,0.24857142857142858,0.05
RUN_2022_3844,0.5754285714285714,79.0,1.7142857142857142,0.5,0.474,0.05142857142857143,0.05
RUN_2022_1953,0.5628571428571428,50.0,5.428571428571429,1.0,0.3,0.16285714285714287,0.1
RUN_2022_2935,0.5585714285714286,60.0,3.2857142857142856,1.0,0.36,0.09857142857142857,0.1
RUN_2022_2248,0.52,50.0,4.0,1.0,0.3,0.12,0.1
RUN_2022_2511,0.5155499999999675,49.0,5.285714285714286,0.62978571428539,0.294,0.15857142857142856,0.062978571428539
RUN_2022_3510,0.5071428571428571,65.0,0.5714285714285714,1.0,0.39,0.01714285714285714,0.1
RUN_2022_4108,0.5054285714285714,49.0,3.7142857142857144,1.0,0.294,0.11142857142857143,0.1
RUN_2022_3320,0.5045714285714286,56.0,2.2857142857142856,1.0,0.336,0.06857142857142856,0.1
RUN_2022_3210,0.4802857142857143,46.0,5.142857142857143,0.5,0.276,0.1542857142857143,0.05
RUN_2022_2121,0.46828571428571425,59.0,2.142857142857143,0.5,0.354,0.06428571428571428,0.05
RUN_2022_2094,0.46171428571428574,61.0,-0.14285714285714285,1.0,0.366,-0.004285714285714285,0.1
RUN_2022_2431,0.46113571428573463,63.0,0.0,0.8313571428573465,0.378,0.0,0.08313571428573466
RUN_2022_3839,0.45714285714285713,60.0,1.5714285714285714,0.5,0.36,0.04714285714285714,0.05
RUN_2022_4283,0.4539142857142994,44.0,4.142857142857143,0.6562857142858515,0.264,0.12428571428571429,0.06562857142858515
RUN_2022_679,0.45285714285714285,50.0,3.4285714285714284,0.5,0.3,0.10285714285714286,0.05
RUN_2022_681,0.44857142857142857,55.0,2.2857142857142856,0.5,0.33,0.06857142857142856,0.05
RUN_2022_690,0.4477142857142857,57.0,1.8571428571428572,0.5,0.34199999999999997,0.055714285714285716,0.05
RUN_2022_4225,0.4454285714285714,54.0,0.7142857142857143,1.0,0.324,0.021428571428571425,0.1
RUN_2022_284,0.43485714285714283,52.0,2.4285714285714284,0.5,0.312,0.07285714285714284,0.05
RUN_2022_3201,0.43485714285714283,47.0,3.4285714285714284,0.5,0.282,0.10285714285714286,0.05
RUN_2022_3231,0.434,64.0,0.0,0.5,0.384,0.0,0.05
RUN_2022_809,0.42714285714285455,50.0,1.2857142857142858,0.8857142857142597,0.3,0.038571428571428576,0.08857142857142597
RUN_2022_1260,0.42457142857142854,41.0,4.285714285714286,0.5,0.24599999999999997,0.12857142857142856,0.05
RUN_2022_2868,0.42400000000000004,54.0,0.0,1.0,0.324,0.0,0.1
RUN_2022_4004,0.42400000000000004,54.0,0.0,1.0,0.324,0.0,0.1
RUN_2022_3957,0.41800000000000004,53.0,0.0,1.0,0.318,0.0,0.1
RUN_2022_4661,0.41,60.0,0.0,0.5,0.36,0.0,0.05
RUN_2022_2869,0.4085714285714286,50.0,0.2857142857142857,1.0,0.3,0.00857142857142857,0.1
RUN_2022_4072,0.40399999999999997,59.0,0.0,0.5,0.354,0.0,0.05
RUN_2022_4315,0.4017142857142857,36.0,2.857142857142857,1.0,0.216,0.0857142857142857,0.1
RUN_2022_682,0.4005714285714285,47.0,2.2857142857142856,0.5,0.282,0.06857142857142856,0.05
RUN_2022_1596,0.39914285714285713,37.0,2.5714285714285716,1.0,0.222,0.07714285714285715,0.1
RUN_2022_2523,0.39830000000001126,56.0,0.0,0.6230000000001122,0.336,0.0,0.06230000000001123
RUN_2022_4430,0.3954285714285714,54.0,0.7142857142857143,0.5,0.324,0.021428571428571425,0.05
RUN_2022_3515,0.394,49.0,0.0,1.0,0.294,0.0,0.1
RUN_2022_481,0.391042857142856,43.0,1.5714285714285714,0.8589999999999886,0.258,0.04714285714285714,0.08589999999999887
RUN_2022_3566,0.38857142857142857,55.0,0.2857142857142857,0.5,0.33,0.00857142857142857,0.05
RUN_2022_1951,0.388,38.0,2.0,1.0,0.22799999999999998,0.06,0.1
RUN_2022_3108,0.38457142857142856,36.0,2.2857142857142856,1.0,0.216,0.06857142857142856,0.1
RUN_2022_2413,0.3837142857142857,33.0,2.857142857142857,1.0,0.198,0.0857142857142857,0.1
RUN_2022_3105,0.382,32.0,3.0,1.0,0.192,0.09,0.1
RUN_2022_2852,0.3811428571428571,49.0,-0.42857142857142855,1.0,0.294,-0.012857142857142857,0.1
RUN_2022_1603,0.380850000000011,41.0,2.5714285714285716,0.5770714285715388,0.24599999999999997,0.07714285714285715,0.057707142857153886
RUN_2022_3505,0.3767428571428443,54.0,0.0,0.5274285714284426,0.324,0.0,0.05274285714284426
RUN_2022_1648,0.376,46.0,0.0,1.0,0.276,0.0,0.1
RUN_2022_2459,0.376,46.0,0.0,1.0,0.276,0.0,0.1
RUN_2022_4222,0.3751428571428571,38.0,1.5714285714285714,1.0,0.22799999999999998,0.04714285714285714,0.1
RUN_2022_3266,0.37399999999999994,39.0,3.0,0.5,0.23399999999999999,0.09,0.05
RUN_2022_3229,0.3725214285714402,53.0,0.0,0.5452142857144021,0.318,0.0,0.05452142857144021
RUN_2022_3283,0.3722142857142899,50.0,0.0,0.7221428571428987,0.3,0.0,0.07221428571428988
RUN_2022_3629,0.365449999999995,43.0,0.8571428571428571,0.8173571428570929,0.258,0.025714285714285714,0.0817357142857093
RUN_2022_3564,0.3654285714285714,49.0,0.7142857142857143,0.5,0.294,0.021428571428571425,0.05
RUN_2022_3127,0.3640857142857068,38.0,1.7142857142857142,0.8465714285713537,0.22799999999999998,0.05142857142857143,0.08465714285713538
RUN_2022_3232,0.362,52.0,0.0,0.5,0.312,0.0,0.05
RUN_2022_4817,0.3609714285714165,32.0,2.4285714285714284,0.9611428571427366,0.192,0.07285714285714284,0.09611428571427366
RUN_2022_529,0.3588571428571429,41.0,0.42857142857142855,1.0,0.24599999999999997,0.012857142857142857,0.1
RUN_2022_2426,0.35827142857142563,49.0,0.0,0.6427142857142566,0.294,0.0,0.06427142857142566
RUN_2022_2886,0.358,43.0,0.0,1.0,0.258,0.0,0.1
RUN_2022_684,0.3577142857142857,42.0,1.8571428571428572,0.5,0.252,0.055714285714285716,0.05
RUN_2022_1954,0.3571428571428571,30.0,2.5714285714285716,1.0,0.18,0.07714285714285715,0.1
RUN_2022_3276,0.35611428571428405,50.0,0.0,0.5611428571428405,0.3,0.0,0.056114285714284055
RUN_2022_3171,0.356,51.0,0.0,0.5,0.306,0.0,0.05
RUN_2022_3192,0.356,51.0,0.0,0.5,0.306,0.0,0.05
RUN_2022_2427,0.35487142857146264,47.0,0.0,0.7287142857146267,0.282,0.0,0.07287142857146267
RUN_2022_3080,0.35285714285713043,32.0,3.0,0.7085714285713038,0.192,0.09,0.07085714285713039
RUN_2022_1490,0.352,42.0,0.0,1.0,0.252,0.0,0.1
RUN_2022_3795,0.35149999999997916,44.0,1.1428571428571428,0.5321428571426492,0.264,0.03428571428571428,0.053214285714264925
RUN_2022_3782,0.3502857142857143,36.0,1.1428571428571428,1.0,0.216,0.03428571428571428,0.1
RUN_2022_3840,0.35,50.0,0.0,0.5,0.3,0.0,0.05
RUN_2022_3792,0.34932142857142234,48.0,0.0,0.6132142857142233,0.288,0.0,0.06132142857142234
RUN_2022_689,0.34828571428571425,44.0,1.1428571428571428,0.5,0.264,0.03428571428571428,0.05
RUN_2022_4669,0.34742857142857136,41.0,1.7142857142857142,0.5,0.24599999999999997,0.05142857142857143,0.05
RUN_2022_2460,0.34627142857142984,43.0,0.0,0.8827142857142982,0.258,0.0,0.08827142857142983
RUN_2022_2105,0.346,41.0,0.0,1.0,0.24599999999999997,0.0,0.1
RUN_2022_3724,0.3451428571428571,38.0,0.5714285714285714,1.0,0.22799999999999998,0.01714285714285714,0.1
RUN_2022_519,0.344,49.0,0.0,0.5,0.294,0.0,0.05
RUN_2022_524,0.344,49.0,0.0,0.5,0.294,0.0,0.05
RUN_2022_688,0.344,39.0,2.0,0.5,0.23399999999999999,0.06,0.05
RUN_2022_2115,0.344,49.0,0.0,0.5,0.294,0.0,0.05
RUN_2022_2424,0.344,49.0,0.0,0.5,0.294,0.0,0.05
RUN_2022_4069,0.344,49.0,0.0,0.5,0.294,0.0,0.05
RUN_2022_1560,0.3434285714285714,32.0,1.7142857142857142,1.0,0.192,0.05142857142857143,0.1
RUN_2022_4413,0.34228571428571425,33.0,3.142857142857143,0.5,0.198,0.09428571428571428,0.05
RUN_2022_4073,0.33799999999999997,48.0,0.0,0.5,0.288,0.0,0.05
RUN_2022_4662,0.33799999999999997,48.0,0.0,0.5,0.288,0.0,0.05
RUN_2022_3916,0.3378214285714452,32.0,2.2857142857142856,0.7725000000001663,0.192,0.06857142857142856,0.07725000000001664
RUN_2022_3176,0.33714285714285713,50.0,-0.42857142857142855,0.5,0.3,-0.012857142857142857,0.05
RUN_2022_2149,0.33657142857142863,33.0,1.2857142857142858,1.0,0.198,0.038571428571428576,0.1
RUN_2022_2429,0.33617142857145105,43.0,0.0,0.7817142857145103,0.258,0.0,0.07817142857145104
RUN_2022_4110,0.33485714285714285,27.0,2.4285714285714284,1.0,0.162,0.07285714285714284,0.1
RUN_2022_107,0.33399999999999996,39.0,0.0,1.0,0.23399999999999999,0.0,0.1
RUN_2022_4107,0.33399999999999996,29.0,2.0,1.0,0.174,0.06,0.1
RUN_2022_1647,0.3322857142857143,38.0,0.14285714285714285,1.0,0.22799999999999998,0.004285714285714285,0.1
RUN_2022_518,0.33199999999999996,47.0,0.0,0.5,0.282,0.0,0.05
RUN_2022_677,0.33199999999999996,47.0,0.0,0.5,0.282,0.0,0.05
RUN_2022_3197,0.33199999999999996,47.0,0.0,0.5,0.282,0.0,0.05
RUN_2022_1980,0.33057142857142857,27.0,2.2857142857142856,1.0,0.162,0.06857142857142856,0.1
RUN_2022_3627,0.3288071428571233,40.0,0.0,0.8880714285712331,0.24,0.0,0.08880714285712332
RUN_2022_98,0.328,33.0,1.0,1.0,0.198,0.03,0.1
RUN_2022_2130,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_3776,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_212,0.3271428571428572,30.0,1.5714285714285714,1.0,0.18,0.04714285714285714,0.1
RUN_2022_3786,0.32712142857143145,38.0,0.0,0.9912142857143148,0.22799999999999998,0.0,0.09912142857143148
RUN_2022_1774,0.326,46.0,0.0,0.5,0.276,0.0,0.05
RUN_2022_4114,0.32457142857142857,26.0,2.2857142857142856,1.0,0.156,0.06857142857142856,0.1
RUN_2022_4886,0.32457142857142857,26.0,2.2857142857142856,1.0,0.156,0.06857142857142856,0.1
RUN_2022_2266,0.32371428571428573,28.0,1.8571428571428572,1.0,0.168,0.055714285714285716,0.1
RUN_2022_3326,0.32285714285714284,30.0,1.4285714285714286,1.0,0.18,0.04285714285714285,0.1
RUN_2022_4056,0.32285714285714284,35.0,0.42857142857142855,1.0,0.21,0.012857142857142857,0.1
RUN_2022_3563,0.32257142857142856,39.0,1.2857142857142858,0.5,0.23399999999999999,0.038571428571428576,0.05
RUN_2022_3230,0.32248571428575296,45.0,0.0,0.5248571428575295,0.27,0.0,0.05248571428575295
RUN_2022_4242,0.322,37.0,0.0,1.0,0.222,0.0,0.1
RUN_2022_3793,0.3214357142857106,45.0,-0.14285714285714285,0.5572142857142484,0.27,-0.004285714285714285,0.05572142857142484
RUN_2022_2370,0.32,45.0,0.0,0.5,0.27,0.0,0.05
RUN_2022_2028,0.3164857142857135,37.0,1.1428571428571428,0.6019999999999917,0.222,0.03428571428571428,0.06019999999999917
RUN_2022_1088,0.316,26.0,2.0,1.0,0.156,0.06,0.1
RUN_2022_3315,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_1090,0.3159785714285629,35.0,0.2857142857142857,0.9740714285713433,0.21,0.00857142857142857,0.09740714285713434
RUN_2022_3078,0.31571428571428567,30.0,2.857142857142857,0.5,0.18,0.0857142857142857,0.05
RUN_2022_480,0.3141571428571432,37.0,0.0,0.9215714285714317,0.222,0.0,0.09215714285714317
RUN_2022_1161,0.314,44.0,0.0,0.5,0.264,0.0,0.05
RUN_2022_4782,0.314,44.0,0.0,0.5,0.264,0.0,0.05
RUN_2022_4776,0.3138499999999913,28.0,2.5714285714285716,0.6870714285713413,0.168,0.07714285714285715,0.06870714285713413
RUN_2022_436,0.31324285714285416,36.0,0.0,0.9724285714285413,0.216,0.0,0.09724285714285413
RUN_2022_3633,0.31096428571423584,37.0,0.5714285714285714,0.7182142857137868,0.222,0.01714285714285714,0.07182142857137867
RUN_2022_3798,0.31057142857142855,37.0,1.2857142857142858,0.5,0.222,0.038571428571428576,0.05
RUN_2022_555,0.31,40.0,-1.0,1.0,0.24,-0.03,0.1
RUN_2022_2270,0.31,35.0,0.0,1.0,0.21,0.0,0.1
RUN_2022_810,0.3099571428571435,36.0,0.14285714285714285,0.8967142857142919,0.216,0.004285714285714285,0.0896714285714292
RUN_2022_4793,0.30914285714285716,32.0,0.5714285714285714,1.0,0.192,0.01714285714285714,0.1
RUN_2022_3555,0.30885714285714283,41.0,0.42857142857142855,0.5,0.24599999999999997,0.012857142857142857,0.05
RUN_2022_4080,0.30885714285714283,36.0,1.4285714285714286,0.5,0.216,0.04285714285714285,0.05
RUN_2022_4243,0.3082857142857143,29.0,1.1428571428571428,1.0,0.174,0.03428571428571428,0.1
RUN_2022_3314,0.3080642857142811,35.0,0.0,0.9806428571428114,0.21,0.0,0.09806428571428115
RUN_2022_3097,0.30742857142857144,26.0,1.7142857142857142,1.0,0.156,0.05142857142857143,0.1
RUN_2022_2433,0.30617857142857974,28.0,1.4285714285714286,0.9532142857143688,0.168,0.04285714285714285,0.09532142857143688
RUN_2022_2175,0.30555714285714,42.0,0.0,0.5355714285713995,0.252,0.0,0.05355714285713995
RUN_2022_264,0.3048571428571428,32.0,0.42857142857142855,1.0,0.192,0.012857142857142857,0.1
RUN_2022_1642,0.30400000000000005,34.0,0.0,1.0,0.20400000000000001,0.0,0.1
RUN_2022_3911,0.304,29.0,1.0,1.0,0.174,0.03,0.1
RUN_2022_3605,0.30345000000004074,37.0,0.0,0.8145000000004075,0.222,0.0,0.08145000000004075
RUN_2022_1614,0.30278571428572676,34.0,0.0,0.9878571428572676,0.20400000000000001,0.0,0.09878571428572676
RUN_2022_1987,0.30228571428571427,28.0,1.1428571428571428,1.0,0.168,0.03428571428571428,0.1
RUN_2022_3949,0.30215714285710416,35.0,0.0,0.9215714285710419,0.21,0.0,0.09215714285710419
RUN_2022_258,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_2966,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3206,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3213,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3557,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3923,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_432,0.30142857142857143,30.0,0.7142857142857143,1.0,0.18,0.021428571428571425,0.1
RUN_2022_3191,0.30114285714285716,34.0,1.5714285714285714,0.5,0.20400000000000001,0.04714285714285714,0.05
RUN_2022_3821,0.3007357142857384,36.0,-0.14285714285714285,0.8902142857145269,0.216,-0.004285714285714285,0.08902142857145269
RUN_2022_4063,0.29942857142857143,43.0,-0.2857142857142857,0.5,0.258,-0.00857142857142857,0.05
